u	v	shared_kmers	jaccard	species_u	species_v
GCF_000005845.2_ASM584v2|NP_415801.1	GCF_000006765.1_ASM676v1|NP_253982.1	11	0.009182	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415801.1	GCF_000006765.1_ASM676v1|NP_249266.1	11	0.005836	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415801.1	GCF_000006765.1_ASM676v1|NP_253057.1	10	0.007530	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415801.1	GCF_000006765.1_ASM676v1|NP_253291.1	9	0.004375	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415801.1	GCF_000006765.1_ASM676v1|NP_253704.1	8	0.005188	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415801.1	GCF_000006765.1_ASM676v1|NP_252001.1	8	0.005610	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415801.1	GCF_000006765.1_ASM676v1|NP_250418.1	7	0.005279	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415801.1	GCF_000006765.1_ASM676v1|NP_250762.1	7	0.004642	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415801.1	GCF_000006765.1_ASM676v1|NP_254129.1	7	0.004389	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415801.1	GCF_000006765.1_ASM676v1|NP_248976.1	6	0.004270	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415804.1	GCF_000006765.1_ASM676v1|NP_250497.1	48	0.102345	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415807.1	GCF_000006765.1_ASM676v1|NP_250751.1	11	0.013189	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415807.1	GCF_000006765.1_ASM676v1|NP_253195.1	9	0.014173	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415807.1	GCF_000006765.1_ASM676v1|NP_250498.1	8	0.009501	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415812.4	GCF_000006765.1_ASM676v1|NP_250731.1	142	0.185621	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415812.4	GCF_000006765.1_ASM676v1|NP_249013.1	11	0.012168	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415812.4	GCF_000006765.1_ASM676v1|NP_252287.1	9	0.010204	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415813.4	GCF_000006765.1_ASM676v1|NP_248987.1	15	0.016575	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415813.4	GCF_000006765.1_ASM676v1|NP_250730.1	15	0.016575	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415813.4	GCF_000006765.1_ASM676v1|NP_250257.1	9	0.009923	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415813.4	GCF_000006765.1_ASM676v1|NP_254209.1	9	0.009912	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415813.4	GCF_000006765.1_ASM676v1|NP_248989.1	7	0.007718	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415814.4	GCF_000006765.1_ASM676v1|NP_248988.1	9	0.018557	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415816.1	GCF_000006765.1_ASM676v1|NP_253999.1	49	0.052519	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415816.1	GCF_000006765.1_ASM676v1|NP_248910.1	12	0.012397	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415816.1	GCF_000006765.1_ASM676v1|NP_252762.1	12	0.012397	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415816.1	GCF_000006765.1_ASM676v1|NP_254060.1	11	0.011411	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415816.1	GCF_000006765.1_ASM676v1|NP_252878.1	10	0.010299	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415816.1	GCF_000006765.1_ASM676v1|NP_250674.1	9	0.009165	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415816.1	GCF_000006765.1_ASM676v1|NP_252711.1	9	0.009165	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415817.1	GCF_000006765.1_ASM676v1|NP_251466.1	63	0.080769	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415817.1	GCF_000006765.1_ASM676v1|NP_253996.1	11	0.013033	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415817.1	GCF_000006765.1_ASM676v1|NP_250256.1	7	0.008284	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415817.1	GCF_000006765.1_ASM676v1|NP_249225.1	6	0.007151	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415817.1	GCF_000006765.1_ASM676v1|NP_250258.1	6	0.006857	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415817.1	GCF_000006765.1_ASM676v1|NP_252114.1	6	0.006834	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415818.1	GCF_000006765.1_ASM676v1|NP_248957.1	27	0.033333	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415819.4	GCF_000006765.1_ASM676v1|NP_253853.1	16	0.021025	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415819.4	GCF_000006765.1_ASM676v1|NP_251049.1	11	0.016541	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415819.4	GCF_000006765.1_ASM676v1|NP_250635.1	9	0.012032	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415819.4	GCF_000006765.1_ASM676v1|NP_252836.1	9	0.009667	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415819.4	GCF_000006765.1_ASM676v1|NP_253414.1	9	0.011480	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415819.4	GCF_000006765.1_ASM676v1|NP_253812.1	9	0.011509	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415819.4	GCF_000006765.1_ASM676v1|NP_254170.1	9	0.011921	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415819.4	GCF_000006765.1_ASM676v1|NP_251044.1	9	0.013196	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415819.4	GCF_000006765.1_ASM676v1|NP_252710.1	8	0.008421	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415819.4	GCF_000006765.1_ASM676v1|NP_254198.1	7	0.009272	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415839.1	GCF_000006765.1_ASM676v1|NP_249564.1	16	0.015905	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415839.1	GCF_000006765.1_ASM676v1|NP_251139.1	15	0.015015	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415839.1	GCF_000006765.1_ASM676v1|NP_250635.1	10	0.010695	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415839.1	GCF_000006765.1_ASM676v1|NP_249790.1	9	0.009307	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415839.1	GCF_000006765.1_ASM676v1|NP_249788.1	9	0.009146	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415839.1	GCF_000006765.1_ASM676v1|NP_252710.1	8	0.007030	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415839.1	GCF_000006765.1_ASM676v1|NP_253414.1	8	0.008222	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415839.1	GCF_000006765.1_ASM676v1|NP_250354.1	7	0.007007	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415839.1	GCF_000006765.1_ASM676v1|NP_253853.1	7	0.007307	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415839.1	GCF_000006765.1_ASM676v1|NP_250695.1	6	0.006135	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415840.1	GCF_000006765.1_ASM676v1|NP_251222.1	27	0.091216	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415844.1	GCF_000006765.1_ASM676v1|NP_250910.1	12	0.020583	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415850.1	GCF_000006765.1_ASM676v1|NP_250235.1	9	0.018947	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415854.4	GCF_000006765.1_ASM676v1|NP_251612.1	10	0.012422	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415854.4	GCF_000006765.1_ASM676v1|NP_253034.1	10	0.012165	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415857.2	GCF_000006765.1_ASM676v1|NP_249029.1	7	0.009103	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415857.2	GCF_000006765.1_ASM676v1|NP_253022.2	6	0.007802	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415859.1	GCF_000006765.1_ASM676v1|NP_249146.1	45	0.052326	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415859.1	GCF_000006765.1_ASM676v1|NP_252156.1	27	0.031178	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415859.1	GCF_000006765.1_ASM676v1|NP_252639.1	23	0.026406	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415859.1	GCF_000006765.1_ASM676v1|NP_252550.3	22	0.026764	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415859.1	GCF_000006765.1_ASM676v1|NP_249119.1	13	0.012116	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415859.1	GCF_000006765.1_ASM676v1|NP_251530.1	11	0.010967	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415860.1	GCF_000006765.1_ASM676v1|NP_249883.1	61	0.118677	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415898.1	GCF_000006765.1_ASM676v1|NP_249618.1	6	0.009346	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415903.4	GCF_000006765.1_ASM676v1|NP_252878.1	13	0.013374	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415903.4	GCF_000006765.1_ASM676v1|NP_252762.1	12	0.012346	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415903.4	GCF_000006765.1_ASM676v1|NP_254060.1	8	0.008239	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415903.4	GCF_000006765.1_ASM676v1|NP_252194.1	8	0.008205	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415911.1	GCF_000006765.1_ASM676v1|NP_252281.1	11	0.022044	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415911.1	GCF_000006765.1_ASM676v1|NP_250320.1	9	0.018109	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415915.1	GCF_000006765.1_ASM676v1|NP_248919.1	71	0.098474	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415915.1	GCF_000006765.1_ASM676v1|NP_252279.1	22	0.028571	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415915.1	GCF_000006765.1_ASM676v1|NP_251703.1	10	0.012953	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415915.1	GCF_000006765.1_ASM676v1|NP_250691.1	9	0.011613	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415915.1	GCF_000006765.1_ASM676v1|NP_250427.1	7	0.008917	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415928.1	GCF_000006765.1_ASM676v1|NP_251230.1	48	0.043127	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415929.1	GCF_000006765.1_ASM676v1|NP_251229.1	7	0.008235	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415931.4	GCF_000006765.1_ASM676v1|NP_251987.1	105	0.041816	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415938.1	GCF_000006765.1_ASM676v1|NP_248866.1	27	0.022727	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415938.1	GCF_000006765.1_ASM676v1|NP_250299.1	14	0.013170	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415938.1	GCF_000006765.1_ASM676v1|NP_253210.1	13	0.010870	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415938.1	GCF_000006765.1_ASM676v1|NP_249942.1	12	0.011268	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415938.1	GCF_000006765.1_ASM676v1|NP_251610.1	12	0.011225	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415938.1	GCF_000006765.1_ASM676v1|NP_253323.1	12	0.009709	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415938.1	GCF_000006765.1_ASM676v1|NP_249102.1	8	0.006612	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415938.1	GCF_000006765.1_ASM676v1|NP_253759.1	7	0.005952	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415938.1	GCF_000006765.1_ASM676v1|NP_248870.1	6	0.006522	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415938.1	GCF_000006765.1_ASM676v1|NP_251263.1	6	0.005634	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415941.5	GCF_000006765.1_ASM676v1|NP_253765.1	16	0.015238	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415950.4	GCF_000006765.1_ASM676v1|NP_250342.1	8	0.010376	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415956.1	GCF_000006765.1_ASM676v1|NP_252821.1	11	0.011983	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415958.1	GCF_000006765.1_ASM676v1|NP_252297.1	22	0.032934	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415958.1	GCF_000006765.1_ASM676v1|NP_248897.1	19	0.028024	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415958.1	GCF_000006765.1_ASM676v1|NP_249017.1	18	0.027356	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415958.1	GCF_000006765.1_ASM676v1|NP_249294.1	18	0.026549	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415958.1	GCF_000006765.1_ASM676v1|NP_253284.1	11	0.020221	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415958.1	GCF_000006765.1_ASM676v1|NP_248993.1	11	0.015714	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415958.1	GCF_000006765.1_ASM676v1|NP_251031.1	8	0.011611	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415958.1	GCF_000006765.1_ASM676v1|NP_248763.1	7	0.012522	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415958.1	GCF_000006765.1_ASM676v1|NP_250030.1	7	0.012411	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415958.1	GCF_000006765.1_ASM676v1|NP_251677.1	7	0.012797	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415961.1	GCF_000006765.1_ASM676v1|NP_250674.1	15	0.015707	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415961.1	GCF_000006765.1_ASM676v1|NP_252711.1	15	0.015707	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415961.1	GCF_000006765.1_ASM676v1|NP_254060.1	10	0.010593	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415961.1	GCF_000006765.1_ASM676v1|NP_248910.1	9	0.009474	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415961.1	GCF_000006765.1_ASM676v1|NP_252194.1	6	0.006303	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415965.1	GCF_000006765.1_ASM676v1|NP_253553.1	12	0.037267	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415966.6	GCF_000006765.1_ASM676v1|NP_250887.1	97	0.166381	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415966.6	GCF_000006765.1_ASM676v1|NP_250339.1	8	0.012103	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415968.1	GCF_000006765.1_ASM676v1|NP_250979.1	13	0.009373	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415970.4	GCF_000006765.1_ASM676v1|NP_250769.1	12	0.012698	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415970.4	GCF_000006765.1_ASM676v1|NP_249557.1	9	0.009454	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415970.4	GCF_000006765.1_ASM676v1|NP_251690.1	9	0.009484	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415970.4	GCF_000006765.1_ASM676v1|NP_248819.1	7	0.007315	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415970.4	GCF_000006765.1_ASM676v1|NP_249480.1	7	0.007345	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415970.4	GCF_000006765.1_ASM676v1|NP_253318.1	6	0.006186	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415982.1	GCF_000006765.1_ASM676v1|NP_252561.1	7	0.016055	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415983.1	GCF_000006765.1_ASM676v1|NP_252562.1	21	0.047085	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415984.1	GCF_000006765.1_ASM676v1|NP_252563.1	173	0.204976	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415985.1	GCF_000006765.1_ASM676v1|NP_252564.1	302	0.137585	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415986.1	GCF_000006765.1_ASM676v1|NP_252565.1	36	0.040724	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415991.1	GCF_000006765.1_ASM676v1|YP_003933614.1	128	0.067689	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415992.1	GCF_000006765.1_ASM676v1|NP_253499.1	58	0.108411	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415996.2	GCF_000006765.1_ASM676v1|NP_252161.1	93	0.090643	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_415999.1	GCF_000006765.1_ASM676v1|NP_248749.1	20	0.075758	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416000.1	GCF_000006765.1_ASM676v1|NP_250751.1	19	0.023632	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416000.1	GCF_000006765.1_ASM676v1|NP_250498.1	18	0.022222	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416000.1	GCF_000006765.1_ASM676v1|NP_253196.1	15	0.024752	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416000.1	GCF_000006765.1_ASM676v1|NP_251918.1	7	0.007769	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416001.1	GCF_000006765.1_ASM676v1|NP_250498.1	23	0.027879	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416001.1	GCF_000006765.1_ASM676v1|NP_250751.1	17	0.020581	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416001.1	GCF_000006765.1_ASM676v1|NP_253195.1	15	0.023923	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416006.4	GCF_000006765.1_ASM676v1|NP_253057.1	8	0.005450	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416006.4	GCF_000006765.1_ASM676v1|NP_254129.1	7	0.004039	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416006.4	GCF_000006765.1_ASM676v1|NP_249266.1	6	0.002959	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416006.4	GCF_000006765.1_ASM676v1|NP_253982.1	6	0.004474	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416018.1	GCF_000006765.1_ASM676v1|NP_253868.1	47	0.031864	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416030.1	GCF_000006765.1_ASM676v1|NP_248826.1	10	0.009862	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416030.1	GCF_000006765.1_ASM676v1|NP_250637.1	10	0.009990	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416030.1	GCF_000006765.1_ASM676v1|NP_250567.1	9	0.007407	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416041.1	GCF_000006765.1_ASM676v1|NP_250329.1	35	0.061947	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416043.1	GCF_000006765.1_ASM676v1|NP_250104.1	6	0.010582	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416045.1	GCF_000006765.1_ASM676v1|NP_252802.1	41	0.055331	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416046.1	GCF_000006765.1_ASM676v1|NP_253892.1	16	0.037383	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416047.4	GCF_000006765.1_ASM676v1|NP_253844.1	6	0.021127	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416050.4	GCF_000006765.1_ASM676v1|NP_253467.1	8	0.013841	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416056.1	GCF_000006765.1_ASM676v1|NP_248757.1	7	0.005204	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416060.1	GCF_000006765.1_ASM676v1|NP_251032.1	11	0.011506	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416112.1	GCF_000006765.1_ASM676v1|NP_253716.1	43	0.078899	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416112.1	GCF_000006765.1_ASM676v1|NP_252284.1	10	0.017483	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416113.1	GCF_000006765.1_ASM676v1|NP_253717.1	60	0.076433	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416117.1	GCF_000006765.1_ASM676v1|NP_250232.1	9	0.040179	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416119.1	GCF_000006765.1_ASM676v1|NP_248887.1	47	0.053228	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416120.1	GCF_000006765.1_ASM676v1|NP_248885.1	7	0.008092	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416122.1	GCF_000006765.1_ASM676v1|NP_253857.1	12	0.013043	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416122.1	GCF_000006765.1_ASM676v1|NP_249885.1	10	0.010965	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416124.1	GCF_000006765.1_ASM676v1|NP_252275.1	17	0.088083	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416125.2	GCF_000006765.1_ASM676v1|NP_251376.1	6	0.011364	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416126.1	GCF_000006765.1_ASM676v1|NP_250489.1	15	0.017943	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416126.1	GCF_000006765.1_ASM676v1|NP_249448.1	8	0.009143	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416128.1	GCF_000006765.1_ASM676v1|NP_249545.1	53	0.061060	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416128.1	GCF_000006765.1_ASM676v1|NP_253160.1	18	0.020067	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416128.1	GCF_000006765.1_ASM676v1|NP_254116.1	8	0.008667	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416138.1	GCF_000006765.1_ASM676v1|NP_252450.1	8	0.007401	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416141.4	GCF_000006765.1_ASM676v1|NP_253836.1	22	0.032641	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416144.1	GCF_000006765.1_ASM676v1|NP_252179.1	45	0.135542	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416145.1	GCF_000006765.1_ASM676v1|NP_252180.1	20	0.057143	Escherichia coli	Pseudomonas aeruginosa
GCF_000005845.2_ASM584v2|NP_416146.1	GCF_000006765.1_ASM676v1|NP_252181.1	16	0.011577	Escherichia coli	Pseudomonas aeruginosa
